kegg	aracyc	name	source	gene_count	genes
	aracyc:PWY-6809	neoxanthin biosynthesis	AraCyc	1	AT1G67080
	aracyc:PWY-6823	molybdopterin biosynthesis	AraCyc	4	AT1G01290,AT2G31955,AT5G45900,AT5G55130
	aracyc:PWY-6837	fatty acid beta-oxidation V (unsaturated, odd number, di-isomerase-dependent)	AraCyc	10	AT1G06290,AT1G36580,AT1G65520,AT2G07640,AT3G06860,AT3G12800,AT4G14430,AT4G14440,AT4G29010,AT5G43280
	aracyc:PWY-6842	glutathione-mediated detoxification II	AraCyc	84	AT1G02920,AT1G02930,AT1G02940,AT1G02950,AT1G10360,AT1G10370,AT1G14620,AT1G17170,AT1G17180,AT1G17190,AT1G19550,AT1G19570,AT1G24380,AT1G27130,AT1G27140,AT1G30400,AT1G49860,AT1G53270,AT1G53390,AT1G53680,AT1G59670,AT1G59700,AT1G66235,AT1G69820,AT1G69920,AT1G69930,AT1G74590,AT1G75270,AT1G77290,AT1G78320,AT1G78340,AT1G78360,AT1G78370,AT1G78380,AT2G02380,AT2G02390,AT2G02930,AT2G13610,AT2G20610,AT2G29420,AT2G29440,AT2G29450,AT2G29460,AT2G29470,AT2G29480,AT2G29490,AT2G30860,AT2G30870,AT2G37010,AT2G37360,AT2G39350,AT2G43910,AT2G47730,AT3G01660,AT3G03190,AT3G09270,AT3G43800,AT3G47680,AT3G55040,AT3G55090,AT3G55100,AT3G55110,AT3G62760,AT4G02520,AT4G10230,AT4G23600,AT4G29210,AT4G39640,AT4G39650,AT5G02780,AT5G02790,AT5G13580,AT5G16710,AT5G17220,AT5G41210,AT5G41220,AT5G41240,AT5G44070,AT5G44990,AT5G52547,AT5G52860,AT5G60740,AT5G62480,ATGSTF1
	aracyc:PWY-6845	nitric oxide biosynthesis I (plants)	AraCyc	1	AT3G47450
	aracyc:PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis I	AraCyc	2	AT1G22940,AT2G29630
	aracyc:PWY-6908	thiamine diphosphate biosynthesis IV (eukaryotes)	AraCyc	7	AT1G02880,AT1G22940,AT1G67440,AT2G44750,AT4G29530,AT5G19460,AT5G19470
	aracyc:PWY-6909	thiazole component of thiamine diphosphate biosynthesis III	AraCyc	1	AT4G30720
	aracyc:PWY-6910	hydroxymethylpyrimidine salvage	AraCyc	2	AT1G22940,AT4G28706
	aracyc:PWY-6922	L-Ndelta-acetylornithine biosynthesis	AraCyc	8	AT2G39030,AT2G39800,AT3G30775,AT3G55610,AT4G08870,AT4G08900,AT5G38710,AT5G46180
	aracyc:PWY-6927	chlorophyll a degradation II	AraCyc	13	AT1G44000,AT2G24820,AT3G02030,AT3G44880,AT4G11910,AT4G11911,AT4G22920,AT4G25290,AT4G36530,AT4G37000,AT5G13800,AT5G19850,AT5G38520
	aracyc:PWY-6930	phenolic malonylglucosides biosynthesis	AraCyc	4	AT3G29670,AT5G39050,AT5G39080,AT5G39090
	aracyc:PWY-6931	seleno-amino acid detoxification and volatilization I	AraCyc	1	AT5G49810
	aracyc:PWY-6932	selenate reduction	AraCyc	1	AT3G22890
	aracyc:PWY-6936	seleno-amino acid biosynthesis (plants)	AraCyc	5	AT1G55920,AT2G17640,AT3G13110,AT4G35640,AT5G56760
	aracyc:PWY-6938	NADH repair (eukaryotes)	AraCyc	2	AT5G19150,AT5G49970
	aracyc:PWY-6938-1	NADH repair (prokaryotes)	AraCyc	2	AT5G19150,AT5G49970
	aracyc:PWY-695	abscisic acid biosynthesis	AraCyc	10	AT1G04620,AT1G30100,AT1G52340,AT1G78390,AT3G14440,AT3G24220,AT3G42960,AT3G51680,AT4G18350,AT4G19170
	aracyc:PWY-6952	glycerophosphodiester degradation	AraCyc	15	AT1G36005,AT1G66970,AT1G66980,AT1G71340,AT1G74210,AT3G02040,AT3G10370,AT3G20520,AT4G26690,AT5G08030,AT5G41080,AT5G43300,AT5G55480,AT5G58050,AT5G58170
	aracyc:PWY-6963	ammonia assimilation cycle I	AraCyc	2	AT1G48470,AT5G53460
	aracyc:PWY-6964	ammonia assimilation cycle II	AraCyc	3	AT1G48470,AT2G41220,AT5G04140
	aracyc:PWY-699	brassinolide biosynthesis I	AraCyc	7	AT2G38050,AT3G13730,AT3G30180,AT3G50660,AT4G36380,AT5G05690,AT5G38970
	aracyc:PWY-701	L-methionine degradation II	AraCyc	1	AT1G64660
	aracyc:PWY-702	L-methionine biosynthesis II	AraCyc	11	AT2G17265,AT2G20610,AT3G01120,AT3G03780,AT3G20390,AT3G57050,AT4G23590,AT4G23600,AT4G35295,AT5G17920,AT5G20980
	aracyc:PWY-7036	very long chain fatty acid biosynthesis II	AraCyc	24	AT1G01120,AT1G04220,AT1G24470,AT1G25450,AT1G64590,AT1G67730,AT1G68530,AT1G76150,AT2G37540,AT3G06860,AT3G50560,AT3G55360,AT4G11410,AT4G16800,AT4G23420,AT4G23430,AT4G24050,AT4G29010,AT4G34520,AT5G02540,AT5G10480,AT5G43760,AT5G50130,AT5G59770
	aracyc:PWY-7039	phosphatidate metabolism, as a signaling molecule	AraCyc	27	AT1G15080,AT1G52570,AT1G55180,AT2G01180,AT2G18730,AT2G20900,AT2G40116,AT2G46090,AT3G05630,AT3G18220,AT3G25850,AT3G47220,AT3G47290,AT3G55940,AT4G00240,AT4G11830,AT4G11840,AT4G28130,AT4G30340,AT4G34930,AT4G38530,AT5G07920,AT5G25370,AT5G57690,AT5G58690,AT5G58700,AT5G63770
	aracyc:PWY-7047	malate-oxaloacetate shuttle I	AraCyc	9	AT1G04410,AT1G53240,AT2G22780,AT3G15020,AT3G47520,AT3G53910,AT5G09660,AT5G43330,AT5G56720
	aracyc:PWY-7048	malate-oxaloacetate shuttle II	AraCyc	14	AT1G04410,AT1G53240,AT1G79750,AT2G19900,AT2G22780,AT3G15020,AT3G47520,AT3G53910,AT5G09660,AT5G11670,AT5G25880,AT5G43330,AT5G56720,AT5G58330
	aracyc:PWY-7060	ornithine-citrulline shuttle	AraCyc	3	AT1G48470,AT1G75330,AT1G79900
	aracyc:PWY-7061	glutamate-glutamine shuttle	AraCyc	3	AT1G48470,AT2G41220,AT5G04140
	aracyc:PWY-7070	steviol biosynthesis	AraCyc	1	AT5G25900
	aracyc:PWY-7101	5-deoxystrigol biosynthesis	AraCyc	5	AT1G03055,AT1G64680,AT2G44990,AT4G01995,AT4G32810
	aracyc:PWY-7120	esterified suberin biosynthesis	AraCyc	5	AT1G65450,AT3G48720,AT4G31910,AT5G41040,AT5G63560
	aracyc:PWY-7140	myricetin gentiobioside biosynthesis	AraCyc	13	AT1G01390,AT1G01420,AT1G05675,AT1G05680,AT1G30530,AT3G21760,AT3G21790,AT3G21800,AT3G50740,AT4G15280,AT4G34138,AT5G05860,AT5G66690
	aracyc:PWY-7170	phytochromobilin biosynthesis	AraCyc	1	AT3G09150
	aracyc:PWY-7176	UTP and CTP de novo biosynthesis	AraCyc	12	AT1G30820,AT2G34890,AT3G10030,AT3G12670,AT3G18680,AT3G60180,AT3G60961,AT4G02120,AT4G20320,AT4G25280,AT5G26667,AT5G63310
	aracyc:PWY-7177	UTP and CTP dephosphorylation II	AraCyc	12	AT1G14230,AT1G14240,AT1G14250,AT1G30820,AT2G02970,AT2G34890,AT3G04080,AT3G12670,AT4G02120,AT4G19180,AT4G20320,AT5G18280
	aracyc:PWY-7183	pyrimidine nucleobases salvage I	AraCyc	4	AT3G27440,AT3G53900,AT4G26510,AT5G40870
	aracyc:PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	AraCyc	6	AT2G16370,AT2G21550,AT4G34570,AT5G17760,AT5G59440,AT5G66005
	aracyc:PWY-7185	UTP and CTP dephosphorylation I	AraCyc	14	AT1G30820,AT1G72880,AT1G75210,AT2G23890,AT2G34890,AT2G38680,AT3G12670,AT4G02120,AT4G14930,AT4G20320,AT4G29260,AT5G17760,AT5G48960,AT5G66005
	aracyc:PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	AraCyc	4	AT2G16370,AT2G21550,AT4G34570,AT5G59440
	aracyc:PWY-7193	pyrimidine ribonucleosides salvage I	AraCyc	15	AT1G03030,AT1G55810,AT2G19570,AT3G27190,AT3G27440,AT4G26510,AT4G29570,AT4G29580,AT4G29600,AT4G29610,AT4G29620,AT4G29630,AT4G29640,AT4G29650,AT5G40870
	aracyc:PWY-7196	superpathway of pyrimidine ribonucleosides salvage	AraCyc	29	AT1G03030,AT1G30820,AT1G55810,AT2G19570,AT2G34890,AT2G36310,AT3G10030,AT3G12670,AT3G18680,AT3G27190,AT3G27440,AT3G53900,AT3G60180,AT3G60961,AT4G02120,AT4G20320,AT4G25280,AT4G26510,AT4G29570,AT4G29580,AT4G29600,AT4G29610,AT4G29620,AT4G29630,AT4G29640,AT4G29650,AT5G26667,AT5G40870,AT5G63310
	aracyc:PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	AraCyc	4	AT3G60180,AT3G60961,AT5G26667,AT5G59440
	aracyc:PWY-7199	pyrimidine deoxyribonucleosides salvage	AraCyc	28	AT1G72040,AT2G02580,AT2G16370,AT2G19570,AT2G21550,AT2G24180,AT3G07800,AT3G26290,AT3G26300,AT3G26310,AT3G26320,AT3G26330,AT3G53305,AT4G29570,AT4G29580,AT4G29600,AT4G29610,AT4G29620,AT4G29630,AT4G29640,AT4G29650,AT4G34570,AT5G23070,AT5G25120,AT5G25130,AT5G25140,AT5G25180,AT5G57260
	aracyc:PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	AraCyc	32	AT1G72040,AT2G02580,AT2G16370,AT2G19570,AT2G21550,AT2G24180,AT3G07800,AT3G26290,AT3G26300,AT3G26310,AT3G26320,AT3G26330,AT3G53305,AT3G60180,AT3G60961,AT4G29570,AT4G29580,AT4G29600,AT4G29610,AT4G29620,AT4G29630,AT4G29640,AT4G29650,AT4G34570,AT5G23070,AT5G25120,AT5G25130,AT5G25140,AT5G25180,AT5G26667,AT5G57260,AT5G59440
	aracyc:PWY-7204	pyridoxal 5'-phosphate salvage II (plants)	AraCyc	10	AT1G06690,AT2G27680,AT2G32150,AT2G46580,AT3G62040,AT5G02230,AT5G10460,AT5G49970,AT5G59480,AT5G59490
	aracyc:PWY-7205	CMP phosphorylation	AraCyc	5	AT3G60180,AT3G60961,AT4G25280,AT5G26667,AT5G63310
	aracyc:PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	AraCyc	1	AT3G25400
	aracyc:PWY-7208	superpathway of pyrimidine nucleobases salvage	AraCyc	16	AT1G30820,AT2G34890,AT3G10030,AT3G12670,AT3G18680,AT3G27440,AT3G53900,AT3G60180,AT3G60961,AT4G02120,AT4G20320,AT4G25280,AT4G26510,AT5G26667,AT5G40870,AT5G63310
	aracyc:PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	AraCyc	22	AT1G30820,AT2G16370,AT2G21550,AT2G34890,AT3G10030,AT3G12670,AT3G18680,AT3G20330,AT3G54470,AT3G60180,AT3G60961,AT4G02120,AT4G20320,AT4G22930,AT4G25280,AT4G34570,AT5G17760,AT5G23300,AT5G26667,AT5G59440,AT5G63310,AT5G66005
	aracyc:PWY-7219	adenosine ribonucleotides de novo biosynthesis	AraCyc	15	AT1G36280,AT2G27170,AT2G37250,AT2G39270,AT3G01820,AT3G47460,AT3G54670,AT4G18440,AT5G35170,AT5G47840,AT5G48600,AT5G50370,AT5G60340,AT5G62410,AT5G63400
	aracyc:PWY-7221	guanosine ribonucleotides de novo biosynthesis	AraCyc	7	AT1G16350,AT1G63660,AT1G79470,AT2G41880,AT3G06200,AT3G57550,AT5G63310
	aracyc:PWY-7224	purine deoxyribonucleosides salvage	AraCyc	3	AT1G72040,AT2G41880,AT5G60340
	aracyc:PWY-7238	sucrose biosynthesis II	AraCyc	30	AT1G04920,AT1G23190,AT1G47840,AT1G47845,AT1G50460,AT1G51420,AT1G70730,AT1G70820,AT2G19860,AT2G35020,AT2G35840,AT2G40840,AT3G20040,AT3G46970,AT3G52340,AT3G54270,AT3G56040,AT4G10120,AT4G24620,AT4G29130,AT4G37840,AT5G11110,AT5G17310,AT5G17530,AT5G18200,AT5G20280,AT5G42740,AT5G51820,AT5G52560,AT5G62573
	aracyc:PWY-724	superpathway of L-lysine, L-threonine and L-methionine biosynthesis II	AraCyc	29	AT1G31230,AT1G72810,AT2G13810,AT2G17265,AT2G20610,AT2G44040,AT2G45440,AT3G01120,AT3G02020,AT3G03780,AT3G14390,AT3G20390,AT3G53580,AT3G57050,AT3G59890,AT3G60880,AT4G19710,AT4G23590,AT4G23600,AT4G29840,AT4G33680,AT4G35295,AT5G11880,AT5G13280,AT5G14060,AT5G17920,AT5G20980,AT5G21060,AT5G52100
	aracyc:PWY-7252	luteolinidin 5-O-glucoside biosynthesis	AraCyc	1	AT3G16520
	aracyc:PWY-7253	apigeninidin 5-O-glucoside biosynthesis	AraCyc	1	AT3G16520
	aracyc:PWY-7267	anthocyanin biosynthesis (pelargonidin 3-O-glucoside)	AraCyc	2	AT4G22880,AT5G17050
	aracyc:PWY-7298	nevadensin biosynthesis	AraCyc	5	AT1G17010,AT1G17020,AT1G78550,AT4G25300,AT4G25310
	aracyc:PWY-7343	UDP-alpha-D-glucose biosynthesis	AraCyc	10	AT1G23190,AT1G70730,AT1G70820,AT2G35020,AT3G56040,AT5G17310,AT5G17530,AT5G18200,AT5G51820,AT5G52560
	aracyc:PWY-7344	UDP-alpha-D-galactose biosynthesis	AraCyc	2	AT3G06580,AT3G28530
	aracyc:PWY-7345	superpathway of anaerobic sucrose degradation	AraCyc	96	AT1G06020,AT1G06030,AT1G06730,AT1G08940,AT1G09780,AT1G13440,AT1G16300,AT1G19600,AT1G22170,AT1G23190,AT1G31095,AT1G43670,AT1G47840,AT1G47845,AT1G50390,AT1G50460,AT1G56190,AT1G66430,AT1G69200,AT1G70730,AT1G70820,AT1G73370,AT1G74030,AT1G77120,AT1G78050,AT1G79530,AT1G79550,AT2G01140,AT2G21170,AT2G21330,AT2G22480,AT2G29560,AT2G31390,AT2G35020,AT2G36460,AT2G36530,AT2G36580,AT3G04050,AT3G04120,AT3G05170,AT3G08590,AT3G12780,AT3G20040,AT3G25960,AT3G26780,AT3G30841,AT3G43190,AT3G49160,AT3G52930,AT3G52990,AT3G54050,AT3G54090,AT3G55440,AT3G55650,AT3G55810,AT3G56040,AT3G59480,AT4G02280,AT4G09520,AT4G10260,AT4G17260,AT4G24620,AT4G26270,AT4G26390,AT4G26520,AT4G26530,AT4G27600,AT4G28706,AT4G29130,AT4G29220,AT4G32840,AT4G33070,AT4G37840,AT4G38970,AT5G01320,AT5G01330,AT5G03690,AT5G08570,AT5G17310,AT5G17530,AT5G18200,AT5G20830,AT5G37180,AT5G42740,AT5G47810,AT5G49190,AT5G51820,AT5G51830,AT5G52560,AT5G54960,AT5G56350,AT5G56630,AT5G61580,AT5G62840,AT5G63680,AT5G64380
	aracyc:PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	AraCyc	5	AT1G26570,AT3G01010,AT3G29360,AT5G15490,AT5G39320
	aracyc:PWY-735	jasmonic acid biosynthesis	AraCyc	17	AT1G09400,AT1G13280,AT1G17420,AT1G17990,AT1G18020,AT1G20510,AT1G67560,AT1G72520,AT1G76680,AT1G76690,AT2G06050,AT2G33150,AT2G35690,AT3G25760,AT3G25780,AT3G45140,AT4G29010
	aracyc:PWY-7356	thiamine diphosphate salvage IV (yeast)	AraCyc	11	AT1G02880,AT1G22940,AT1G67440,AT2G44750,AT3G16990,AT3G24030,AT4G28706,AT4G29530,AT5G19460,AT5G19470,AT5G32470
	aracyc:PWY-7388	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)	AraCyc	13	AT1G07440,AT1G10310,AT1G62610,AT1G63380,AT2G04540,AT2G17845,AT2G22230,AT3G45770,AT3G46170,AT3G55290,AT3G55310,AT5G10160,AT5G60335
	aracyc:PWY-7398	coumarins biosynthesis (engineered)	AraCyc	25	AT1G20480,AT1G20490,AT1G20500,AT1G20510,AT1G24735,AT1G51680,AT1G55290,AT1G62940,AT1G65060,AT1G67980,AT1G67990,AT3G13610,AT3G21230,AT3G21240,AT3G48990,AT3G61990,AT3G62000,AT4G05160,AT4G19010,AT4G23340,AT4G26220,AT4G34050,AT5G12270,AT5G38120,AT5G63380
	aracyc:PWY-7417	phospholipid remodeling (phosphatidate, yeast)	AraCyc	10	AT1G51260,AT1G64670,AT1G75020,AT1G80950,AT3G18850,AT3G47170,AT3G57650,AT4G24160,AT4G30580,AT5G23110
	aracyc:PWY-7432	L-phenylalanine biosynthesis III (cytosolic, plants)	AraCyc	4	AT1G08250,AT1G11790,AT2G27820,AT3G07630
	aracyc:PWY-7436	vitamin E biosynthesis (tocotrienols)	AraCyc	1	AT3G23300
	aracyc:PWY-7450	anthocyanidin modification (Arabidopsis)	AraCyc	22	AT1G03495,AT1G03940,AT1G50580,AT1G64910,AT1G64920,AT2G18560,AT2G18570,AT2G22930,AT2G23000,AT3G29590,AT3G29630,AT4G09500,AT4G14090,AT4G27560,AT4G27570,AT4G36770,AT5G17030,AT5G17040,AT5G17050,AT5G53990,AT5G54010,AT5G54060
	aracyc:PWY-7461	hydroxycinnamate sugar acid ester biosynthesis	AraCyc	1	AT3G21230
	aracyc:PWY-7468	benzoyl-beta-D-glucopyranose biosynthesis	AraCyc	2	AT2G43820,AT2G43840
	aracyc:PWY-7546	diphthamide biosynthesis II (eukaryotes)	AraCyc	5	AT3G04480,AT3G59630,AT4G31790,AT5G62030,AT5G63010
	aracyc:PWY-7560	methylerythritol phosphate pathway II	AraCyc	12	AT1G63970,AT2G02497,AT2G02500,AT2G26930,AT3G02780,AT3G21500,AT4G15560,AT4G34350,AT5G11380,AT5G16440,AT5G60600,AT5G62790
	aracyc:PWY-7590	(7Z,10Z,13Z)-hexadecatrienoate biosynthesis	AraCyc	1	AT3G15870
	aracyc:PWY-7618	ricinoleate biosynthesis	AraCyc	2	AT1G13560,AT3G25585
	aracyc:PWY-762	phospholipid desaturation	AraCyc	1	AT4G27030
	aracyc:PWY-7625	phosphatidylinositol biosynthesis II (eukaryotes)	AraCyc	1	AT4G38570
	aracyc:PWY-7634	vernolate biosynthesis II	AraCyc	8	AT1G11600,AT1G64900,AT3G03470,AT3G10560,AT3G10570,AT5G04630,AT5G04660,AT5G61320
	aracyc:PWY-7640	abscisic acid degradation to neophaseic acid	AraCyc	4	AT2G29090,AT3G19270,AT4G19230,AT5G45340
	aracyc:PWY-782	glycolipid desaturation	AraCyc	1	AT3G15870
	aracyc:PWY-7851	coenzyme A biosynthesis II (eukaryotic)	AraCyc	5	AT1G12350,AT1G48605,AT2G18250,AT2G27490,AT3G18030
	aracyc:PWY-7856	heme a biosynthesis	AraCyc	2	AT2G44520,AT5G56090
	aracyc:PWY-7859	jasmonoyl-L-isoleucine inactivation	AraCyc	12	AT1G34540,AT1G44350,AT1G51780,AT3G01900,AT3G02875,AT3G48520,AT3G56630,AT5G07000,AT5G07010,AT5G54140,AT5G56650,AT5G63450
	aracyc:PWY-7909	formaldehyde oxidation VII (THF pathway)	AraCyc	6	AT2G38660,AT3G12290,AT4G00600,AT4G00620,AT4G17360,AT5G47435
	aracyc:PWY-7980	ATP biosynthesis	AraCyc	13	AT1G16820,AT1G51650,AT1G78900,AT2G07698,AT2G07707,AT2G33040,AT5G08670,AT5G08680,AT5G08690,AT5G13450,AT5G47030,ATMG00480,ATMG01190
	aracyc:PWY-7995	tricin biosynthesis	AraCyc	6	AT1G01190,AT2G46660,AT3G61880,AT4G26220,AT5G07990,AT5G37170
	aracyc:PWY-801	homocysteine and cysteine interconversion	AraCyc	8	AT1G33320,AT2G20610,AT3G57050,AT3G62130,AT4G23590,AT4G23600,AT5G26600,AT5G28030
	aracyc:PWY-8011	L-serine biosynthesis II	AraCyc	7	AT1G12550,AT1G68010,AT1G72190,AT1G79870,AT2G45630,AT3G25530,AT5G28310
	aracyc:PWY-8024	4-hydroxyindole-3-carbonyl nitrile biosynthesis	AraCyc	11	AT1G26380,AT1G26390,AT1G26400,AT1G26410,AT1G26420,AT1G58265,AT2G30770,AT4G13290,AT4G20235,AT4G20800,AT4G31970
	aracyc:PWY-8028	cycloartenol biosynthesis	AraCyc	1	AT2G07050
	aracyc:PWY-8136	NADPH repair (prokaryotes)	AraCyc	2	AT5G19150,AT5G49970
	aracyc:PWY-8137	NADPH repair (eukaryotes)	AraCyc	2	AT5G19150,AT5G49970
	aracyc:PWY-8138	polyphosphate metabolism	AraCyc	1	AT1G09195
	aracyc:PWY-8140	serine racemization	AraCyc	1	AT4G11640
	aracyc:PWY-8142	L-ascorbate biosynthesis VI (plants, myo-inositol pathway)	AraCyc	7	AT1G14520,AT2G19800,AT2G46740,AT3G47930,AT4G26260,AT5G11540,AT5G56640
	aracyc:PWY-8143	L-ascorbate biosynthesis VII (plants, D-galacturonate pathway)	AraCyc	1	AT3G47930
	aracyc:PWY-8146	cytochrome c biogenesis (system II type)	AraCyc	1	AT1G21350
	aracyc:PWY-8148	NADP biosynthesis	AraCyc	5	AT1G04280,AT1G06750,AT1G21640,AT2G30630,AT3G21080
	aracyc:PWY-8157	avenanthramide biosynthesis	AraCyc	26	AT1G20480,AT1G20490,AT1G20500,AT1G20510,AT1G51680,AT1G62940,AT1G65060,AT1G65450,AT1G74540,AT1G74550,AT2G30490,AT2G37040,AT2G40890,AT3G10340,AT3G21230,AT3G21240,AT3G48990,AT3G53260,AT4G05160,AT4G19010,AT5G04230,AT5G09970,AT5G38120,AT5G48930,AT5G57840,AT5G63380
	aracyc:PWY-8159	dipyrromethane cofactor biosynthesis	AraCyc	1	AT5G08280
	aracyc:PWY-8171	molybdenum cofactor biosynthesis	AraCyc	1	AT5G20990
	aracyc:PWY-82	UDP-beta-L-arabinose biosynthesis II (from beta-L-arabinose)	AraCyc	3	AT3G42850,AT4G16130,AT5G52560
	aracyc:PWY-8259	arsenic detoxification (plants)	AraCyc	4	AT2G21045,AT4G19030,AT5G03455,AT5G43350
	aracyc:PWY-8266	arsenite methylation (bacterial)	AraCyc	3	AT3G13440,AT3G15530,AT5G54400
	aracyc:PWY-8270	cyclic electron flow	AraCyc	14	AT1G08380,AT1G55670,AT1G70760,AT4G02770,AT4G03280,AT4G23890,ATCG00210,ATCG00540,ATCG00600,ATCG00720,ATCG00890,ATCG01080,ATCG01100,ATCG01250
	aracyc:PWY-8274	pyruvate fermentation to (R)-lactate	AraCyc	1	AT2G45630
	aracyc:PWY-8279	palmitate biosynthesis III	AraCyc	32	AT1G07440,AT1G08510,AT1G10310,AT1G20560,AT1G35250,AT1G35290,AT1G49430,AT1G62610,AT1G62940,AT1G63380,AT1G64400,AT1G66550,AT1G68260,AT1G68280,AT1G77590,AT2G04350,AT2G04540,AT2G17845,AT2G22230,AT2G47240,AT2G47245,AT3G05970,AT3G25110,AT3G45770,AT3G46170,AT3G55290,AT3G55310,AT4G11030,AT4G23850,AT5G10160,AT5G27600,AT5G60335
	aracyc:PWY-8280	stearate biosynthesis IV	AraCyc	32	AT1G07440,AT1G08510,AT1G10310,AT1G20560,AT1G35250,AT1G35290,AT1G49430,AT1G62610,AT1G62940,AT1G63380,AT1G64400,AT1G66550,AT1G68260,AT1G68280,AT1G77590,AT2G04350,AT2G04540,AT2G17845,AT2G22230,AT2G47240,AT2G47245,AT3G05970,AT3G25110,AT3G45770,AT3G46170,AT3G55290,AT3G55310,AT4G11030,AT4G23850,AT5G10160,AT5G27600,AT5G60335
	aracyc:PWY-83	monolignol glucosides biosynthesis	AraCyc	1	AT3G50740
	aracyc:PWY-8321	salicylate biosynthesis II	AraCyc	22	AT1G18870,AT1G23160,AT1G48660,AT1G48670,AT1G48690,AT1G74710,AT2G39980,AT3G50270,AT3G50280,AT3G50290,AT3G50300,AT5G01210,AT5G07850,AT5G07860,AT5G07870,AT5G13320,AT5G23940,AT5G38130,AT5G42830,AT5G51470,AT5G67150,AT5G67160
	aracyc:PWY-8341	N1-methyl-N3-aminocarboxypropyl-pseudouridine-modified rRNA biosynthesis	AraCyc	2	AT3G57150,AT5G10070
	aracyc:PWY-8363	photorespiration III	AraCyc	23	AT1G11860,AT1G12550,AT1G22020,AT1G23310,AT1G32470,AT1G36370,AT1G68010,AT1G70580,AT1G72190,AT1G79870,AT1G80380,AT2G45630,AT3G25530,AT4G13890,AT4G13930,AT4G32520,AT4G33010,AT4G37930,AT5G26780,AT5G28310,AT5G36700,AT5G36790,AT5G47760
	aracyc:PWY-8373	erythritol biosynthesis II	AraCyc	4	AT1G54870,AT2G21250,AT2G24190,AT3G04000
	aracyc:PWY-8395	linoleate metabolites biosynthesis	AraCyc	7	AT1G17420,AT1G55020,AT1G67560,AT1G72520,AT3G22400,AT3G45140,AT5G04660
	aracyc:PWY-8398	alpha-linolenate metabolites biosynthesis	AraCyc	6	AT1G17420,AT1G55020,AT1G67560,AT1G72520,AT3G22400,AT3G45140
	aracyc:PWY-84	resveratrol biosynthesis	AraCyc	2	AT1G02050,AT4G34850
	aracyc:PWY-841	superpathway of purine nucleotides de novo biosynthesis I	AraCyc	33	AT1G09830,AT1G16350,AT1G31220,AT1G36280,AT1G63660,AT1G74260,AT1G79470,AT2G05140,AT2G16570,AT2G27170,AT2G35040,AT2G37250,AT2G37690,AT2G39270,AT2G41880,AT3G01820,AT3G06200,AT3G21110,AT3G47460,AT3G54670,AT3G55010,AT3G57550,AT4G18440,AT4G34740,AT4G38880,AT5G35170,AT5G47840,AT5G48600,AT5G50370,AT5G60340,AT5G62410,AT5G63310,AT5G63400
	aracyc:PWY-8452	L-cysteine degradation IV	AraCyc	2	AT1G51310,AT5G65720
	aracyc:PWY-8458	methylglyoxal degradation IX	AraCyc	5	AT1G53280,AT2G38860,AT3G14990,AT3G54600,AT4G34020
	aracyc:PWY-8475	serotonin and melatonin biosynthesis II	AraCyc	5	AT1G26220,AT1G32070,AT4G35150,AT4G35160,AT5G54160
	aracyc:PWY-882	L-ascorbate biosynthesis I (plants, L-galactose pathway)	AraCyc	6	AT3G02870,AT3G47930,AT4G26850,AT4G33670,AT4G39120,AT5G55120
	aracyc:PWY-922	mevalonate pathway I (eukaryotes and bacteria)	AraCyc	10	AT1G31910,AT1G76490,AT2G17370,AT3G02780,AT3G54250,AT4G11820,AT5G16440,AT5G27450,AT5G47720,AT5G48230
	aracyc:PWY0-1021	L-alanine biosynthesis III	AraCyc	2	AT1G51310,AT5G65720
	aracyc:PWY0-1182	trehalose degradation II (cytosolic)	AraCyc	9	AT1G47840,AT1G47845,AT1G50460,AT2G19860,AT3G20040,AT4G24040,AT4G29130,AT4G37840,AT5G62573
	aracyc:PWY0-1264	malonly-CoA biosynthesis via biotin-carboxyl carrier protein	AraCyc	10	AT1G36160,AT1G36180,AT1G37150,AT1G52670,AT1G80040,AT2G25710,AT2G38040,AT3G15690,AT5G15530,AT5G35360
	aracyc:PWY0-1319	CDP-diacylglycerol biosynthesis II	AraCyc	9	AT1G62430,AT2G45150,AT3G47630,AT3G60620,AT4G22340,AT4G26770,AT4G30580,AT5G40610,ATCG01010
	aracyc:PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	AraCyc	6	AT2G43360,AT4G05450,AT4G21090,AT4G32360,AT5G57590,AT5G65720
	aracyc:PWY0-1535	D-serine degradation	AraCyc	2	AT3G20390,AT4G11640
	aracyc:PWY0-1608	glycine degradation	AraCyc	11	AT1G11860,AT1G22020,AT1G32470,AT1G36370,AT4G11640,AT4G13890,AT4G13930,AT4G32520,AT4G33010,AT4G37930,AT5G26780
